Why,-0.599255088177,0.000632052946537
Thanks,0.806436393649,0.000480984109579
why,-0.315836155933,0.000209326078843
Hi,0.475972510351,0.000182825479213
help,0.360272879431,0.000171552472022
thanks,0.950564472932,0.000167610139604
not,-0.172040199344,0.000165760422444
!,0.122641597037,0.000145607951251
Would,0.452618272527,0.000144569094737
Thank,0.982042306399,0.00014411045885
?,-0.0407323634469,0.00014309411345
for,0.153739693275,0.000135165829714
Can,0.212351059661,0.000128051284018
homework,-0.680513401268,0.000106902942672
I,0.092938166867,9.16108650257e-05
You,-0.260487381828,9.15303129385e-05
Could,0.235957903787,9.12300911534e-05
could,0.237032628249,8.39669092734e-05
good,0.256487203381,8.21218379228e-05
Good,0.707579058034,8.16219320544e-05
please,0.202703996622,7.79742039233e-05
really,-0.247269206193,7.52378522972e-05
yourself,-0.511424533842,6.92173632848e-05
mind,0.426248033858,6.69094310539e-05
did,-0.17361228128,6.67796958549e-05
me,0.0616065779011,6.59935848597e-05
the,0.0577135583053,6.44230968935e-05
you,0.0273195824154,6.43685833435e-05
thank,0.951045433311,5.72903671057e-05
mean,-0.0696067209075,5.72541802248e-05
is,-0.0306491876994,5.33171430366e-05
reply,0.771574280976,5.29592305768e-05
What,-0.0654477429698,5.24045607775e-05
e,0.191635783728,5.23460895802e-05
great,0.534327451263,4.94838805496e-05
exactly,-0.233186752748,4.90959567717e-05
Or,-0.103748567202,4.88433244481e-05
be,0.0898705907493,4.802480782e-05
And,-0.296541152723,4.79052233254e-05
interested,0.353898348398,4.65752038742e-05
don't,-0.151948382578,4.65574762266e-05
who,-0.237788418014,4.64528559874e-05
3,-0.0472393499184,4.57094741538e-05
or,0.0348315761322,4.52849992466e-05
Who,-0.644598013302,4.52695721102e-05
Nice,0.749582472085,4.38316312401e-05
no,-0.188267748208,4.36419075578e-05
So,-0.242817675463,4.35022972241e-05
thoughts,0.610179146858,4.30405425625e-05
on,0.10018398398,4.08827499526e-05
row,0.0550372691626,4.05479914195e-05
nothing,-0.329805244334,3.95512546515e-05
personal,-0.746539155388,3.86765412436e-05
But,-0.119024083261,3.82250087397e-05
2,0.0875934583919,3.81710686548e-05
00,0.129200477296,3.7734896957e-05
Wikipedia,-0.224282721407,3.76768147129e-05
jobs,0.701522698397,3.75675982476e-05
candidate,0.957326051481,3.75675982476e-05
Chinese,0.602496108746,3.73719804675e-05
height,0.0431406781568,3.66065422748e-05
think,0.170898358527,3.59690675417e-05
n,-0.0963450252485,3.49053492374e-05
chance,0.304282750713,3.46259058853e-05
more,0.0995166718705,3.45236768954e-05
do,-0.0436626938217,3.37707316801e-05
though,0.287513141467,3.37345500399e-05
refs,0.847493576965,3.33614454789e-05
official,0.127943370536,3.33059362569e-05
look,0.22492407885,3.29264350039e-05
Don't,-0.591823819822,3.24631970789e-05
saying,-0.265728789154,3.22310568744e-05
already,-0.173089817946,3.2122085071e-05
South,0.556058759669,3.17419086489e-05
games,-0.0215032974758,3.16428635961e-05
Wow,-0.455822520837,3.15784455305e-05
explanation,0.218347057794,3.15296999683e-05
North,0.58679948804,3.13061798924e-05
releasing,1.05340643676,3.13061798924e-05
Seriously,-1.3870657984,3.12102268403e-05
delete,-0.365156055622,3.11369163267e-05
Hey,0.467120895942,3.10390426329e-05
Is,0.0314050021543,3.09569860234e-05
