"I've wondered about this, too.  Can you make a display of an array of LEDs and then detect touch by using the same LEDs to sense reflected light from a finger?",-0.015563081104578269,092011 Electrical Engineering
"There is no image attached.  Also, what have you tried by yourself?",-0.44293589848714737,092011 Stack Overflow
"That's odd, it only does that on my browser. Any idea why?",0.18737239407242248,092011 Stack Overflow
@Shinto Sherlock: You just *answered the question*. Why would you not post it as an answer?,0.64660032838994841,092011 English Language and Usage
And in what form do you have that number? string?,-0.085939190794888945,092011 Stack Overflow
"So, if I understand the issue, you need to find the superset of the vertices and get the centroid of each set therein. Then create every plane that intersects every two of those along with the centroid of the simplex... is that right?",1.1494220801544093,092011 Stack Overflow
"@deceze Good point.  Have you used it before, and for what?",0.72002965894045101,092011 Stack Overflow
What do you mean by 'documents'? Something that looks like a report or just a spreadsheet full of numbers?,-0.56275772891177056,092011 Stack Overflow
"I know this is a bit obvious, but when you fry them, do you squish them with the skillet at all as they're cooking?",-0.088603498344223652,092011 Cooking
"Ok, you are right! But what is the reason for ostream& tab(ostream & output) to take a param as ostream& but not void?",0.60833058794303363,092011 Stack Overflow
Are your images stored as binary or strings that are path's to the files on disk? Why don't you want to use a load of `<img />` tags wrapped in `<a/>` tags?,-0.11973628456160705,092011 Stack Overflow
"@Vas - Should the index really start at 0? How do you indicate zero Event[""Certificationes""]?",-0.16126494475895775,092011 Stack Overflow
"The opposite of a location at (lambda, phi) is at (180+lambda, -phi) (where lambda is longitude and phi is latitude in degrees).  What additional help in ""location"" would you like from the GIS?",0.395166887236926,092011 GIS
"When you say ""single page"", you mean when you view a blog post page? And when you say ""page template"", you mean when you view a blog ""page"", like About Us?",0.96754613712393822,092011 WordPress
Can you tell us what .NET framework you are using.  Also is there a limitation on changing the framework?,0.9141726960282941,092011 Stack Overflow
You'll have to be much more specific. How are you escaping the text before entering it into the database?,-0.17214001780800886,092011 Stack Overflow
"OK, fair enough. But it's still not a SO question?",-0.47716157448645147,092011 Stack Overflow
Well i would do that but i don't know how to. Maybe you can show me on thizs example please?,0.83333062103062938,092011 Stack Overflow
"@StrixVaria *A complete list of all German words and their meaning would be helpful.* we give him the phrases, but he wants the translation, then what? :)",-0.3359417242019338,092011 Gaming
More like an API to be used by a mobile device. Does it matter what kind of client uses the API?,0.35566271887805556,092011 Game Development
Here's a simple example based on what you provided: http://fbrell.com/saved/58a66f765babcdd3d7b452afe02b4e41 -- works fine for me. Maybe you can provide some more details?,0.87880604334492252,092011 Stack Overflow
"Could you please check the solutions for hyperref? Also, how can I put something (one time only) that is formatted like a chapter* in the toc, but without the page number?",0.69087269234519333,092011 TeX - LaTeX
"This is a [1985 Bridgestone 700](http://www.sheldonbrown.com/bridgestone/1985/pages/07-bridgestone-700.html). @Paul, is this your bike?",0.40783900968813791,092011 Bicycles
"What does ""efficient"" mean here? What size data set are you most commonly expecting to work with?",-0.069660658735612294,092011 Stack Overflow
Can the prisms be rotated? Or can we assume all sides are orthogonal/parallel to the axes?,0.11865875160646995,092011 Stack Overflow
someone? anyone?,-1.2927196697171268,092011 Stack Overflow
"Please define ""primary navigation"". Also: are you using a custom theme, or one from the theme repository?",-0.91249391163249738,092011 WordPress
Looks like you've installed vmware. Did you try to disable/uninstall vmware?,-0.43092507694769733,092011 Apple
"But the Bayes formula says something like the sum / something, is it enough to know those probabilities? Could you please post an example?",-0.13362758928374605,092011 Statistical Analysis
