Why,0.0012764749396578789
Thanks,0.00059767914495156838
why,0.00048838693287878154
not,0.00040284923809774664
Hi,0.00033638380536049617
I,0.00031114602462245511
Can,0.0002793945436272427
?,0.00025305452698920483
You,0.00023989431762738711
for,0.00023846721285514239
thanks,0.00023492722233531271
homework,0.00023302998931440388
Could,0.00018278410257588362
could,0.00018020093940196436
help,0.00017913778784139911
Would,0.00015892409591100609
Thank,0.0001583033897484265
do,0.00014965784324294518
really,0.00013643891355430426
please,0.00012933631624689745
What,0.00012812652787830281
did,0.00011315277893964026
exactly,0.00011129214886340666
is,0.00011059342936003969
Who,0.00010907041993635236
Good,0.00010906372681729337
And,0.0001088908562213442
be,0.00010862307578074493
the,0.00010828140250795926
good,9.8917775269491415e-05
yourself,9.3075737083725407e-05
So,9.1248866739945811e-05
reply,9.101325579452535e-05
mind,8.8196411096141958e-05
think,8.720332196521241e-05
Wikipedia,8.3394412175308297e-05
people,8.1053036421030455e-05
personal,7.9753902115786701e-05
He,7.9529007104506277e-05
great,7.8526925457622632e-05
though,7.6609324077492325e-05
who,7.5854261514463062e-05
look,7.4820192259239526e-05
Hey,7.3533766793865141e-05
even,7.2860570387911494e-05
no,7.2846968312889615e-05
saying,7.2075516949543506e-05
delete,7.136739401403247e-05
chance,7.1275408401128004e-05
on,7.1147562276552279e-05
thoughts,7.0873288582018468e-05
image,6.8131475710164757e-05
??,6.6783858337027269e-05
mean,6.5588916710934697e-05
wikipedia,6.5373665373624767e-05
behavior,6.360618612877289e-05
already,6.2944381264862237e-05
nothing,6.2903373373557336e-05
thank,6.0844249924696392e-05
if,6.0411343502542181e-05
more,6.0039503627762336e-05
!,5.9510729758627257e-05
total,5.847699184846622e-05
policies,5.5645190590203342e-05
faith,5.5645190590203342e-05
e,5.5525630155317529e-05
does,5.5100851176659305e-05
Nice,5.4732941328183848e-05
any,5.4342729059131401e-05
Or,5.244799253034671e-05
wondering,5.2049508474372175e-05
arrays,5.1970327136219296e-05
curiosity,5.1970327136219296e-05
finished,5.1970327136219296e-05
interested,5.1823669317108134e-05
describe,5.1443435409526117e-05
reverting,5.1264289553043518e-05
calling,5.1264289553043518e-05
But,5.1082130445245788e-05
said,5.0869439225942337e-05
blocked,5.0604956702837711e-05
open,4.9487693368988062e-05
design,4.937352441825027e-05
multiple,4.8836688476106005e-05
material,4.8836688476106005e-05
few,4.8418165935815161e-05
Seriously,4.7684533830749665e-05
states,4.7684533830749665e-05
grounds,4.7684533830749665e-05
Wait,4.7684533830749665e-05
half,4.7684533830749665e-05
remote,4.7684533830749665e-05
serve,4.7684533830749665e-05
Huh,4.7684533830749665e-05
Career,4.7684533830749665e-05
add,4.6606359879408643e-05
actually,4.629123518151701e-05
South,4.5463920218979936e-05
recommend,4.5463920218979936e-05
nominate,4.5463920218979936e-05
shell,4.5463920218979936e-05
supposed,4.5256478673039169e-05
all,4.4488122446173506e-05
perhaps,4.4463722638110603e-05
what,4.410686005951181e-05
Great,4.3733909985577135e-05
looks,4.3732005764796078e-05
Hello,4.3676274407156157e-05
getting,4.2945772450897479e-05
hash,4.2719302526861291e-05
sense,4.1610585417406476e-05
working,4.1394919199300162e-05
new,4.1347427899962597e-05
Any,4.1180722854083918e-05
start,4.0904458785684383e-05
best,3.9846888539862846e-05
troll,3.9724294328302712e-05
inconsistent,3.9724294328302712e-05
package,3.9724294328302712e-05
failed,3.9724294328302712e-05
banned,3.9724294328302712e-05
parser,3.9724294328302712e-05
See,3.9724294328302712e-05
db,3.9724294328302712e-05
mathematical,3.9724294328302712e-05
himself,3.9724294328302712e-05
blogs,3.9724294328302712e-05
former,3.9724294328302712e-05
bizarre,3.9724294328302712e-05
rate,3.9724294328302712e-05
eh,3.9724294328302712e-05
word,3.9316208096051852e-05
x,3.9254090306695133e-05
GA,3.9254090306695133e-05
nomination,3.9254090306695133e-05
shall,3.8957821721696817e-05
letting,3.8957821721696817e-05
jobs,3.8957821721696817e-05
uploaded,3.8957821721696817e-05
friend,3.8957821721696817e-05
candidate,3.8957821721696817e-05
background,3.8957821721696817e-05
moment,3.8957821721696817e-05
2008,3.8957821721696817e-05
refs,3.8957821721696817e-05
purpose,3.8328870407555726e-05
clarify,3.8273042660352807e-05
machine,3.817353837221038e-05
OS,3.817353837221038e-05
various,3.817353837221038e-05
should,3.7811475475102441e-05
four,3.7540945137304327e-05
password,3.7540945137304327e-05
query,3.7540945137304327e-05
unless,3.7540945137304327e-05
Really,3.7540945137304327e-05
welcome,3.7144238595465673e-05
trouble,3.7144238595465673e-05
map,3.7144238595465673e-05
text,3.6812269382568985e-05
evidence,3.6395756037310711e-05
found,3.6289651501930642e-05
request,3.6124814604909794e-05
ok,3.589594900110793e-05
standard,3.4993378786984941e-05
wanted,3.429095400775406e-05
planning,3.429095400775406e-05
..,3.3670271174290889e-05
check,3.3345019813557641e-05
space,3.3066522182489955e-05
bad,3.3066522182489955e-05
store,3.3066522182489955e-05
fix,3.2720402188601838e-05
section,3.2720402188601838e-05
thought,3.2720402188601838e-05
debug,3.2708309883555664e-05
X,3.2708309883555664e-05
happy,3.2708309883555664e-05
Interesting,3.2708309883555664e-05
acceptable,3.2708309883555664e-05
however,3.2708309883555664e-05
approach,3.2593007721626321e-05
menu,3.245211012414817e-05
servers,3.245211012414817e-05
occurred,3.245211012414817e-05
verify,3.245211012414817e-05
safe,3.245211012414817e-05
Were,3.245211012414817e-05
broke,3.245211012414817e-05
std,3.245211012414817e-05
releasing,3.245211012414817e-05
rotate,3.245211012414817e-05
relative,3.245211012414817e-05
London,3.245211012414817e-05
specified,3.245211012414817e-05
plugged,3.245211012414817e-05
resolved,3.245211012414817e-05
portal,3.245211012414817e-05
cache,3.245211012414817e-05
Wiki,3.245211012414817e-05
wondered,3.245211012414817e-05
double,3.245211012414817e-05
range,3.245211012414817e-05
North,3.245211012414817e-05
boot,3.245211012414817e-05
English,3.2362101671012944e-05
editor,3.2362101671012944e-05
but,3.2280139984464107e-05
questions,3.2125905945146194e-05
thinking,3.187506448898425e-05
By,3.187506448898425e-05
birth,3.1764603541706293e-05
knowing,3.1764603541706293e-05
seriously,3.1764603541706293e-05
complicated,3.1764603541706293e-05
attacking,3.1764603541706293e-05
meaningful,3.1764603541706293e-05
verifiable,3.1764603541706293e-05
coverage,3.1764603541706293e-05
According,3.1764603541706293e-05
sentences,3.1764603541706293e-05
authority,3.1764603541706293e-05
hashes,3.1764603541706293e-05
accurate,3.1764603541706293e-05
offensive,3.1764603541706293e-05
decided,3.1764603541706293e-05
sake,3.1764603541706293e-05
American,3.1764603541706293e-05
Considering,3.1764603541706293e-05
plugin,3.1764603541706293e-05
rootkit,3.1764603541706293e-05
ONE,3.1764603541706293e-05
beer,3.1764603541706293e-05
corn,3.1764603541706293e-05
coordinates,3.1764603541706293e-05
violated,3.1764603541706293e-05
Infinite,3.1764603541706293e-05
cookie,3.1764603541706293e-05
commands,3.1764603541706293e-05
aircraft,3.1764603541706293e-05
project,3.160893624065686e-05
door,3.0883162035588718e-05
trivial,3.0883162035588718e-05
attack,3.0883162035588718e-05
argument,3.0883162035588718e-05
red,3.0422593102708007e-05
cannot,3.0422593102708007e-05
template,3.0392043955940196e-05
some,3.0327778414940276e-05
allowed,3.0113159487865637e-05
person,3.0113159487865637e-05
policy,3.0113159487865637e-05
edits,2.9605111957264896e-05
anyone,2.9540627991986312e-05
edit,2.9437054935965712e-05
sorry,2.8913312799527802e-05
wrong,2.886666694668083e-05
that,2.8799081014829753e-05
talking,2.8764982037077225e-05
such,2.8354848545575351e-05
correctly,2.8173264463471348e-05
under,2.812354344450263e-05
are,2.812109203165214e-05
Now,2.7992985222602407e-05
was,2.7886383003217219e-05
expect,2.780361380894103e-05
started,2.7800139935751922e-05
willing,2.7755629273595872e-05
size,2.7755629273595872e-05
detail,2.7755629273595872e-05
test,2.7359462280718283e-05
classes,2.7359462280718283e-05
finding,2.7359462280718283e-05
may,2.6773644579924927e-05
can,2.6550477835063369e-05
at,2.6524947634332108e-05
fact,2.6098667147644861e-05
php,2.6098667147644861e-05
disagree,2.6098667147644861e-05
like,2.5997170698732752e-05
again,2.5985632927882918e-05
reviewing,2.5946916885954963e-05
adminship,2.5946916885954963e-05
clicked,2.5946916885954963e-05
